PMC_IDs_TP,PMC_IDs_FP,PMC_IDs_R
"10810350, 10809515, 10809208, 10808938, 10808799, 10808787, 10808668, 10808607, 10808526, 10808517, 10808448, 10808433, 10808415, 10808320, 10808307, 10538880, 10807920, 10807814, 10807476, 10807337","10808562, 10805925, 10802754, 10801599, 8171221, 10792240, 10777159, 10776400, 10772566, 10772497, 10772322, 10770729, 10763663, 10760069, 10748004, 10746369, 10744088, 10721158, 10715502, 10710470, 10788222, 10809449, 10794645, 10626196, 10604300, 10515763, 10302312, 10466891, 10140422, 10092732, 9899885, 10187017, 10141847, 9398146, 9782803, 9730673, 9686449, 9620741, 9887285, 9855847, 10375398, 9569184, 9568370, 8750814, 8313584, 8110804, 8491202, 7998537, 10721158, 10794645, 10791873, 10708189, 8559543, 10613693, 10579100, 10473604, 10612330, 10539945, 10466891, 10376827, 10316279, 10140422, 10107804, 9996383, 9977187, 10155959, 10089282, 10063231","10810638, 10809557, 10809208, 10808938, 10808571, 10808415, 10808250, 10540951, 10807946, 10807690, 10806639, 10806600, 10805745, 10805321, 10804938, 10803597, 10803070, 10802000, 10800968, 10800775"
"10809599, 10809271, 10809172, 10808811, 10808787, 10808785, 10808607, 10808448, 10808433, 10808348, 10808320, 10808065, 10539384, 10539259, 10535581, 10534554, 10807915, 10807343, 10806986, 10806295, 10810019, 10809763, 10809567, 10808876, 10808811, 10808787, 10808785, 10808607, 10808482, 10808448, 10808433, 10808348, 10808320, 10808065, 10537778, 10537589, 10537495, 10807776, 10807343, 10806458, 10795475, 10769428, 10766350, 10746178, 10740415, 10734470, 10732497, 10724598, 10709690, 10689341, 10802977, 10796267, 10778732, 10754383, 10745558, 10740531, 10725932, 10711513, 10706872, 10697505","10810641, 10810416, 10810385, 10809898, 10809879, 10809626, 10809614, 10809580, 10809350, 10809205, 10808971, 10808938, 10808908, 10808868, 10808858, 10808771, 10808756, 10808742, 10808675, 10808668","10810200, 10810019, 10809998, 10809835, 10809788, 10809702, 10809626, 10809515, 10809475, 10809406, 10809208, 10809181, 10809107, 10809094, 10808876, 10808821, 10808811, 10808799, 10808787, 10808785, 7889221, 6336277, 5347138, 10800401, 10798370, 10795693, 10794555, 10781698, 10777926, 10766350, 10763354, 10744089, 10732497, 10730159, 10719430, 10718154, 10703180, 10701738, 10697212, 10688819, 10809841, 10800223, 10799147"
"10805679, 10805406, 10799778, 10779133, 10773723, 10762467, 10762314, 10750390, 10743890, 10742434, 10732497, 10730181, 10724598, 10723274, 10722742, 10718154, 10714758, 10713841, 10712442, 10706695","10810716, 10810061, 10809542, 10808771, 10808769, 10808317, 10807553, 10807528, 10807525, 10807487, 10807391, 10806824, 10806243, 10804206, 10803788, 10803515, 10801527, 10801518, 10800914, 10800509, 10729450, 10730225, 10664798, 10636641, 10626288, 10566291, 10545910, 10348422, 10264219, 10475084, 10394271, 10311558, 10286693, 10224841, 10129428, 9985413, 9910956, 10180739, 10167031, 9932021, 10779333, 10762314, 10740837, 10703732, 10700720, 10730225, 10676477, 10671947, 10664798, 10655108, 10647581, 10636641, 10635392, 10626288, 10623161, 10578353, 10566291, 10563694, 10526846, 10504839, 10762782, 10740682, 10719010, 10636641, 10626288, 10623161, 10587562, 10421457, 10236992, 10225537, 10579598, 10295963, 10256815, 10211313, 10196242, 10018301, 9953403, 9910956, 10177037, 10142179, 10800401, 10764451, 10758167, 10748489, 10742140, 10740166, 10735089, 10718223, 10704246, 10701738, 10800811, 10780222, 10779124, 10778447, 10775371, 10748599, 10707526, 10701590, 10695178, 10693314","10810499, 10809626, 10808858, 10808799, 10808496, 10808341, 10808320, 10537495, 10805679, 10805509, 10805406, 10804841, 10804800, 10804746, 10804708, 10804546, 10803505, 10802969, 10800854, 10800816"
"10809763, 10808876, 10808787, 10808433, 10808065, 10537495, 10806458, 10806295, 10805651, 10805406, 10804693, 10804519, 10803565, 10803422, 10801516, 10801111, 10800578, 10800310, 10800300, 10800207","10810642, 10810641, 10810638, 10810540, 10810478, 10810438, 10810221, 10810210, 10810193, 10810131, 10809907, 10809898, 10809645, 10809485, 10809404, 10809379, 10808938, 10808870, 10808793, 10808666, 10810641, 10810438, 10809604, 10809376, 10809351, 10809072, 10808562, 10808309, 10538666, 10537674, 10536072, 10535663, 10807814, 10807690, 10807123, 10806256, 10806243, 10806088, 10805925, 10805781, 10810438, 10808309, 10538666, 10807814, 10807690, 10806243, 10805781, 10804973, 10804971, 10804950, 10803257, 10799923, 10796065, 10796040, 10795836, 10794398, 10792984, 10792025, 10791618, 10790771, 10806201, 10804978, 10803529, 10801898, 10800570, 10798627, 10797797, 10797662, 10796065, 10796058, 10794585, 10794398, 10793165, 10792790, 10791874, 10789386, 10788925, 10786860, 10786730, 10786575, 10810641, 10810638, 10810517, 10810472, 10810452, 10810221, 10810220, 10810210, 10810191, 10809898, 10809878, 10809694, 10809506, 10809485, 10809469, 10809452, 10809407, 10809400, 10809338, 10809209","10811775, 10810646, 10810365, 10810363, 10810255, 10810249, 10810226, 10810210, 10810203, 10810191, 10810176, 10810145, 10809879, 10809768, 10809746, 10809708, 10809681, 10809658, 10809653, 10809590"
"10809763, 10808876, 10808787, 10808433, 10537495, 10806295, 10805651, 10805406, 10804693, 10804519, 10803422, 10801516, 10801111, 10800578, 10800310, 10800300, 10800207, 10800091, 10798865, 10797776","10809708, 10539384, 10805074, 10803426, 10803365, 10800390, 10800207, 10800091, 10799955, 10799947, 10799411, 10799094, 10798156, 10794014, 10794011, 10792702, 10792432, 10792243, 10792193, 10791926, 10800207, 10741123, 10683363, 8656578, 7715650, 7589192, 6459625, 5398589, 3753504, 3572245, 10807196, 10804632, 10800726, 10799603, 10798368, 10798145, 10797874, 10795001, 10793199, 10793141, 10792970, 10792899, 10787898, 10786909, 10783989, 10782338, 10781608, 10779285, 10779122, 10779093, 10748553, 10741123, 10757216, 10728660, 10441638, 10373346, 10352992, 10683363, 10294307, 10240810, 10213819, 10213212, 10618422, 10585759, 10539815, 10495336, 10389823, 10377024, 10364665, 10152985, 10809763, 10809469, 10808547, 10808317, 10539077, 10538618, 10807558, 10806771, 10805853, 10805679, 10804922, 10804911, 10803597, 10803496, 10803442, 10803365, 10803173, 10803031, 10802841, 10802017","10810019, 10809759, 10809155, 10809107, 10809005, 10808496, 10538796, 10807814, 10807452, 10806012, 10805645, 10805510, 10804430, 10800207, 10799387, 10799228, 10798621, 10797064, 10794505, 10794237"
"10809763, 10808876, 10808787, 10808433, 10808065, 10537495, 10806458, 10806295, 10805651, 10805406, 10804693, 10804519, 10803565, 10803422, 10801516, 10801111, 10800578, 10800310, 10800300, 10800207","10783097, 10779037, 10768001, 10763947, 10755713, 10744656, 10740628, 10740442, 10731419, 10728628, 10716330, 10715134, 10715093, 10712113, 10703393, 10701447, 10691352, 10690719, 10805854, 10803812, 10288195, 10077291, 10055259, 9715604, 9698959, 9758169, 7613029, 8526645, 8670064, 8478609, 7734314, 7689421, 8906371, 7027989, 6937849, 6873887, 6915590, 6562671, 6461773, 6077189, 10077291, 10077291, 9784232, 6465370, 10767205, 10741081, 10715671, 10653857, 10594926, 10590874, 10587647, 10580657, 10567751, 10537767, 10453650, 10449756, 10419417, 10341410, 10644528, 10299449, 10221354, 10614757, 10586544, 10571487","10810716, 10810671, 10810521, 10810519, 10810478, 10810472, 10810466, 10810451, 10810402, 10810391, 10810387, 10810380, 10810350, 10810258, 10810210, 10810207, 10810205, 10810202, 10810193, 10810176"
"10809201, 10808876, 10808787, 10808433, 10537495, 10806295, 10806125, 10805406, 10804693, 10804519, 10803422, 10801516, 10800578, 10800300, 10800196, 10800157, 10800089, 10799925, 10799834, 10798365","10805672, 10587905, 10653868, 10256201, 10208484, 9740486, 9540199, 9607633, 9504724, 9561691, 9229204, 8920201, 9543091, 8783578, 8938323, 8991600, 8459765, 8314017, 7756092, 7765731, 10807429, 10792909, 10791968, 10746027, 10745944, 10745518, 10715124, 10714935, 10697884, 10788265, 10788228, 10778563, 10745990, 10735267, 10705774, 10702980, 10654918, 10587174, 10552763, 10475491, 10778341, 10778266, 10773886, 10768001, 10763947, 10726288, 10715093, 10703393, 10810214, 10807411, 10774309, 10751911, 10746180, 10715671, 10715031, 10715005, 10702765, 10688039, 10673116, 10654082, 10810350, 10810219, 10810218, 10810207, 10810197, 10810191, 10809998, 10809761, 10809759, 10809404, 10809010, 10808433, 10808357, 10540951, 10537729, 10537674, 10537114, 10807922, 10807445, 10807429, 10653868, 10256201, 10208484, 9687752, 9504724, 9561691, 9229204, 8920201, 9359814, 9543091, 8783578, 8938323, 8459765, 7756092, 8087747, 8404709, 7326809, 7765731, 6385981, 5552118, 10809763, 10807429, 10803476, 10800778, 10800491, 10792909, 10791968, 10791956, 10789797, 10785380, 10782996, 10779655, 10776646, 10770348, 10765051, 10764553, 10763233, 10763038, 10757254, 10756339","10812838, 10811447, 10810696, 10810671, 10810521, 10810472, 10810402, 10810350, 10810275, 10810219, 10810218, 10810213, 10810207, 10810205, 10810202, 10810197, 10810193, 10810191, 10810187, 10810186, 10810667, 10810604, 10810584, 10809763, 10809681, 10809271, 10809201, 10808876, 10808787, 10808730, 10808433, 10808065, 10539384, 10537495, 10534554, 10807952, 10807222, 10806739, 10806458, 10806439"
"10810176, 10809005, 10807216, 10805292, 10800157, 10790212, 10787254, 10779485, 10765048, 10763231, 10763173, 10757668, 10752588, 10746442, 10746270, 10734482, 10734476, 10720322, 10719066, 10716700, 10810176, 10809005, 10807216, 10805292, 10800157, 10790212, 10787254, 10779485, 10765048, 10763231, 10763173, 10757668, 10752588, 10746442, 10746270, 10745698, 10734482, 10734476, 10731274, 10721710","10808065, 10796945, 10796726, 10796529, 10795377, 10793347, 10792284, 10789239, 10782694, 10781846, 10777855, 10777841, 10777373, 10774355, 10773956, 10773086, 10770378, 10766030, 10763846, 10762183, 10809763, 10809708, 10809626, 10809155, 10809094, 10808821, 10808787, 10808668, 10808575, 10808496, 10808415, 10808361, 10537729, 10535061, 10807837, 10807452, 10806295, 10806113, 10804959, 10804272, 10808448, 10807476, 10807452, 10806295, 10805406, 10804959, 10804495, 10800778, 10800157, 10799902, 10799778, 10798361, 10797776, 10795779, 10794784, 10794557, 10794469, 10792633, 10792067, 10792063, 10794668, 10745504, 10711321, 10688821, 10791578, 10747647, 10693592, 10649981, 10542393, 10533852, 10441242, 10383181, 10359078, 10322722, 10636849, 10635318, 10634959, 10300848, 10272570, 10609668","10808482, 10808065, 10541887, 10535581, 10806295, 10806207, 10804938, 10802996, 10801633, 10801052, 10800310, 10800207, 10800178, 10798865, 10797570, 10796311, 8171221, 10796016, 10794975, 10794962"
"10805651, 10793665, 10773723, 10763180, 10745069, 10732497, 10715876, 10714990, 10708240, 10689341, 10800977, 10778133, 10767002, 10758782, 10741010, 10688786, 10685252, 10685249, 10648159, 10577587, 10758498, 10747232, 10714990, 10703168, 10700415, 10696524, 10692395, 10691800, 10688821, 10799147, 10791167, 10778721, 10740959, 10730214, 10688832, 10688826, 10674632, 10658497, 10648191, 10644338","10805651, 10793665, 10773723, 10745069, 10740475, 10732497, 10714990, 10708240, 10689341, 10800977, 10782063, 10778133, 10767002, 10758782, 10741010, 10688786, 10685252, 10648159, 10630421, 10577587","10805651, 10773723, 10763180, 10745069, 10732497, 10715876, 10714990, 10708240, 10689341, 10800977, 10778133, 10767002, 10758782, 10741010, 10688786, 10685252, 10648159, 10577587, 10569982, 10563694, 10803823, 10793262, 10766787, 7615481, 10765113, 10761393, 10760143, 10758620, 10758383, 10745908, 10730377, 10730354, 10719066, 10716256, 10706695, 10705773, 10703801, 10700720, 10700415, 10699683, 10805651, 10803162, 10797776, 10786400, 10779936, 10778922, 10778654, 10773723, 10768369, 10766396, 10763354, 10762855, 10758401, 10752805, 10742414, 10715876, 10708240, 10778133, 10767002, 10764595"
"10810350, 10808415, 10795475, 10794784, 10784727, 10779796, 10772324, 10766350, 10760375, 10759657, 10758498, 10734524, 10733439, 10724443, 10724020, 10719430, 10719222, 10713585, 10712880, 10705482","10641730, 10119687, 9455863, 9429973, 8395087, 7611097, 8454868, 7463038, 6679555, 6796246, 6668340, 5760456, 6026542, 5337949, 4871788, 4626772, 3931393, 4104690, 3784547, 3507370, 10811447, 10810683, 10810628, 10810335, 10810085, 10809746, 10809599, 10809579, 10809564, 10809006, 10808937, 10808868, 10808746, 10808728, 10808687, 10808626, 10808546, 10808526, 10808102, 10808075, 10809746, 10808861, 10541191, 10537223, 10807994, 10807711, 10807212, 10806743, 10806731, 10806571, 10806236, 10806081, 10805943, 10805765, 10805321, 10803983, 10803244, 10801395, 10800570, 10800562, 10808415, 10805016, 10795475, 10794567, 10788626, 10772178, 10768068, 10741436, 10735226, 10733439, 10724443, 10723639, 10713585, 10712880, 10709870, 10702747, 10807071, 10804939, 10754533, 10731150, 10808938, 10808771, 10541887, 10541191, 10807946, 10806081, 10805406, 10805016, 10804938, 10804132, 10803505, 10799112, 10798041, 10797292, 10795475, 10794398, 10793427, 10791779, 10790773, 10790434, 10805016, 10795475, 10792479, 10787373, 10785350, 10784727, 10781674, 10778431, 10772324, 10765318, 10763113, 10760375, 10759657, 10741436, 10731019, 10721158, 10706388, 10705482, 10702747, 10700132, 10810560, 10810513, 10810416, 10810220, 10810204, 10810193, 10809898, 10809572, 10809398, 10809350, 10809128, 10809061, 10809008, 10809006, 10808957, 10808845, 10808742, 10808738, 10808728, 10808534, 10811447, 10810683, 10809599, 10809517, 10808102, 10541191, 10807915, 10806571, 10805624, 10805445, 10805335, 10804966, 10804745, 10804686, 10804347, 10804246, 10803597, 10803509, 10803260, 10803244","10808868, 10803428, 10766350, 10746110, 10774005, 10765615, 10741039, 10725186, 10641730, 10628761, 10579100, 10565399, 10538570, 10481382, 10433739, 10432575, 10340706, 7784663, 10307640, 10290154"
"10799433, 10796827, 10796730, 10795830, 10787393, 10779796, 10778712, 10774275, 10767244, 10764432, 10752970, 10746385, 10721150, 10714647, 10703902, 10701771, 10800223, 10799930, 10795478, 10775441","10803100, 10803031, 10802967, 10802920, 10802918, 10802857, 10802852, 10802846, 10802811, 10802806, 10802804, 10802573, 10802463, 10802413, 10802224, 10802208, 10802203, 10802180, 10802171, 10802164, 10803100, 10803031, 10802920, 10802918, 10802857, 10802852, 10802806, 10802804, 10802573, 10802463, 10802413, 10802208, 10802171, 10802160, 10802158, 10802135, 10802125, 10802110, 10802051, 10802047, 10802845, 10802683, 10802668, 10802122, 10802021, 10801956, 10801542, 10801520, 10801329, 10801028, 10801024, 10800980, 10800978, 10800970, 10800968, 10800748, 10800661, 10800570, 10800535, 10800499","10802683, 10802180, 10801734, 10801516, 10800938, 10800934, 10800816, 10800390, 10800370, 10800327, 10800207, 10800063, 10799929, 10799802, 10799433, 10798901, 10797727, 10797411, 10797329, 10797287, 10799834, 10799409, 10796730, 10792037, 10791000, 10779796, 10765854, 10761945, 10758498, 10750284, 10757109, 10753046, 10746429, 10746385, 10741341, 10722136, 10707618, 10694921, 10797344, 10794344, 10803031, 10802967, 10802918, 10802857, 10802852, 10802811, 10802208, 10802203, 10802164, 10802158, 10802135, 10802125, 10802110, 10802047, 10802017, 10802000, 10801996, 10801990, 10801734, 10801612"
"10285162, 9632171, 7167988, 4669991, 3552019, 10285162, 9632171, 6350633, 7167988, 4669991, 10773890, 10664798, 10580853, 10580657, 10499723, 10459351, 10623351, 10586544, 10501226, 10488039, 10425684, 10285162, 9896537, 10178897, 10040535, 9970157, 9908033, 9864076, 9811586, 9745698","10783791, 10770074, 10742930, 10730201, 10711275, 10706740, 10701328, 10700720, 10800223, 10793959, 10778565, 10758836, 10758477, 10757071, 10752901, 10675831, 10674576, 10674273, 10666622, 10636641, 10801527, 10801391, 10801072, 10800960, 10799090, 10794565, 10792788, 10791726, 10789450, 10788526, 10788266, 10787390, 10787371, 10787255, 10787144, 10786742, 10786138, 10786124, 10785504, 10785244, 10800922, 10800548, 10799484, 10795826, 10794316, 10792188, 10792011, 10790698, 10790105, 10790082, 10788714, 10788067, 10787980, 10786625, 10784786, 10784161, 10783791, 10782715, 10780911, 10780377","10789968, 10786140, 10781637, 10781634, 10773713, 10773023, 10770847, 10758737, 10750400, 10727056, 10727045, 10727038, 10727025, 10722717, 10712151, 10711079, 10688789, 10800424, 10797377, 10781954, 10789968, 10786144, 10781637, 10769648, 10757094, 10743888, 10741865, 10729645, 10727056, 10721504, 10709671, 10781622, 10773006, 10755879, 10727102, 10727066, 10726989, 10690758, 10690556, 10659544, 10790698, 10788067, 10786625, 10780911, 10770074, 10767275, 10747404, 10741745, 10730201, 10724616, 10711684, 10711275, 10710157, 10706808, 10706614, 10705880, 10703441, 10701328, 10700720, 10698091"
"10801111, 10800910, 10800300, 10800207, 10800157, 10799778, 10798865, 10798365, 10797776, 10796980, 10796631, 10796567, 10796354, 10795779, 10794624, 10794557, 10794526, 10794237, 10793686, 10793679, 10688821, 10704648, 10526165, 10449545, 10415973, 10388732, 10349203, 10342188, 10333588, 10686596, 10683977, 10311452, 10268008, 10588641, 10581186, 10526035, 10440924, 10376922, 10363720, 10301429, 10604038, 10546717, 10418921, 10333588, 10683977, 10640760, 10268008, 10368401, 10363720, 10219307, 10026263, 9904196, 10197139, 9960958, 9874984, 9671505, 9538375, 9140143, 8747253, 8712166","10803162, 10802228, 10801906, 10801814, 10801670, 10801499, 10801388, 10801385, 10801245, 10801200, 10801044, 10801022, 10800916, 10800802, 10800605, 10800390, 10800374, 10800366, 10799955, 10799902, 10802576, 10802508, 10802228, 10801996, 10801814, 10801044, 10800846, 10799955, 10793722, 10799726, 10799530, 10799412, 10798900, 10798361, 10797890, 10797727, 10797485, 10797056, 10797044, 10796816","10790211, 10745565, 10688821, 10761908, 10632640, 10560975, 10415973, 10350370, 10319900, 10273058, 10222085, 10581186, 10572321, 10535783, 10440924, 10388558, 10297670, 10297508, 10296259, 10234254, 10803162, 10802926, 10802811, 10802798, 10802069, 10801814, 10801732, 10801670, 10801633, 10801599, 10801516, 10801499, 10801200, 10801111, 10800934, 10800916, 10800775, 10800657, 10800605, 10800578, 10803166, 10802400, 10802103, 10801516, 10801350, 10801346, 10801111, 10800578, 10800548, 10800401, 10800310, 10800300, 10800275, 10800230, 10800207, 10800196, 10800157, 10800091, 10800089, 10799925"
"10801988, 10800978, 10800840, 10799726, 10797722, 10797684, 10797188, 10797056, 10797050, 10796754, 10796445, 10796116, 10795193, 10795108, 10794208, 10794176, 10793335, 10791928, 10791799, 10790581, 10770391, 10769383, 10758118, 10755693, 10749974, 10744825, 10742414, 10740661, 10740609, 10734418, 10728896, 10728087, 10727122, 10726224, 10721521, 10718183, 10714794, 10705518, 10705402, 10700112, 10799726, 10790441, 10789658, 10783004, 10783000, 10781435, 10771303, 10767866, 10757628, 10745628, 10744147, 10734526, 10734472, 10726253, 10719579, 10719068, 10712113, 10710508, 10695958, 10694361","10803172, 10803166, 10803158, 10803100, 10803071, 10803068, 10803032, 10802979, 10802969, 10802950, 10802912, 10802888, 10802846, 10802828, 10802827, 10802811, 10802797, 10802734, 10802683, 10802653, 10797684, 10795193, 10791013, 10783004, 10781884, 10781739, 10761849, 10759344, 10757999, 10757982, 10757035, 10754870, 10750837, 10747891, 10747685, 10746125, 10745273, 10744586, 10744147, 10741032","10803172, 10803166, 10803158, 10803100, 10803071, 10803068, 10803032, 10802979, 10802969, 10802950, 10802888, 10802846, 10802828, 10802827, 10802811, 10802797, 10802683, 10802653, 10802563, 10802515, 10799726, 10797056, 10794208, 10790441, 10789797, 10789658, 10785390, 10782949, 10781435, 10780804, 10779287, 10774151, 10773090, 10771303, 10767866, 10767849, 10767152, 10764553, 10762207, 10762115, 10797722, 10780804, 10773956, 10755280, 10754339, 10744996, 10744737, 10734526, 10728474, 10707392, 10694467, 10693716, 10781932, 10779147, 10778715, 10776683, 10755817, 10745509, 10745133, 10734525"
"10778587, 10673864, 10594787, 10508750, 10348547, 10663299, 10451537, 10339973, 10256149, 10208420, 10090919, 10047186, 10028750, 10173311, 9809056, 9803957, 9798587, 9703018, 9669451, 9628617, 10778587, 10594787, 10491925, 10478809, 10663299, 10246037, 9911272, 9809056, 9780445, 9669451, 9628617, 9795194, 9671473, 9520533, 9468934, 9362776, 9318041, 9100044, 8709560, 7910613, 10778587, 10707323, 10693103, 10799055, 10761137, 10745701, 10672200, 10654666, 10642442, 10641680, 10625522, 10610350, 10594787, 10586855, 10454046, 10407468, 10350567, 10345191, 10647368, 10278966","10781058, 10778174, 10777004, 10776629, 10773569, 10765576, 10758108, 10752510, 10746186, 10744783, 10723329, 10716065, 10707323, 10701714, 10700412, 10693103, 10799061, 10799055, 10795189, 10785812, 10802793, 10802256, 10802141, 10802117, 10801958, 10801856, 10801620, 10801584, 10801542, 10801520, 10801516, 10801394, 10801221, 10801028, 10801020, 10800918, 10800844, 10800755, 10800751, 10800726, 10802810, 10802374, 10802234, 10802069, 10801996, 10801662, 10801599, 10801479, 10801385, 10801290, 10801084, 10801052, 10801004, 10800934, 10800846, 10800828, 10800824, 10800775, 10800657, 10800548","10800828, 10800775, 10800505, 10799947, 10798370, 10796567, 10796311, 10796040, 10794927, 10793954, 10793145, 10792899, 10792052, 10790434, 10788714, 10788409, 10787600, 10787224, 10785504, 10783859, 10803162, 10802793, 10802388, 10802069, 10801996, 10801599, 10801555, 10801542, 10801156, 10800934, 10800828, 10800824, 10800775, 10800657, 10800548, 10800505, 10800401, 10800390, 10800352, 10800300, 10345191, 8983303, 6830891, 4567643, 4348209, 1351362, 182867, 259464"
"10653868, 10102598, 9765748, 9504724, 9352398, 8459765, 7174352, 5936718, 5847655, 5738725, 5717152","10802069, 10801502, 10801316, 10801024, 10800968, 10800740, 10800556, 10800501, 10800491, 10800023, 10799998, 10799627, 10799491, 10799456, 10799433, 10799425, 10799372, 10799347, 10798963, 10798666","10802069, 10800501, 10800491, 10799026, 10798963, 10798636, 10798137, 10798043, 10797890, 10797449, 10797128, 10797042, 10794587, 10794557, 10794270, 10794067, 10793092, 10792585, 10792243, 10792183"
"10746460, 10776604, 10621067, 10472577, 10469281, 10314856, 10655051, 10643165, 9979440, 9953403, 9741991, 9880963, 9656981, 9486099, 9386263, 9026731, 8504100, 7830403, 8284010, 7419048, 10802212, 10801195, 10798984, 10779210, 10775858, 10774412, 10759261, 10758001, 10743219, 10733581, 10708332, 10705675, 10704556, 10779434, 10778721, 10778203, 10759635, 10755590, 10741491, 10720086, 10801495, 10801024, 10801008, 10800986, 10800980, 10800968, 10800936, 10800934, 10800828, 10800824, 10800556, 10800505, 10800459, 10800421, 10800289, 10800116, 10800091, 10800063, 10799563, 10799433, 10794430, 10794012, 10778507, 10770396, 10769421, 10765495, 10765065, 10746460, 10741644, 10741174, 10725587, 10722299, 10712249, 10694457, 10691297, 10799930, 10798927, 10777977, 10776604, 10770166","4644801, 4477371, 3441383, 3299753, 2829624, 10802797, 10802654, 10802364, 10802019, 10801966, 10801745, 10801708, 10801633, 10801599, 10801527, 10801479, 10801207, 10801078, 10801024, 10800976, 10800850, 10800846, 10800820, 10800711, 10800701, 10803070, 10802797, 10802187, 10801810, 10801745, 10801708, 10801207, 10801191, 10801078, 10800986, 10800976, 10800960, 10800828, 10800720, 10800680, 10800570, 10800517, 10800441, 10800300, 10800207, 10781968, 10773432, 10772678, 10721132, 10716479, 10705712, 10700246, 10766988, 10758883, 10751679, 10754280, 10706435, 10704251, 10701436, 10694348, 10679864, 10670242, 10670198, 10643875, 10626548","10803166, 10802967, 10802843, 10802158, 10802047, 10802000, 10801940, 10800970, 10800908, 10800824, 10800720, 10800390, 10800116, 10800091, 10800063, 10799862, 10799464, 10799456, 10799433, 10799368, 10802843, 10802793, 10802364, 10802158, 10802129, 10802021, 10801599, 10801028, 10801026, 10801004, 10800976, 10800968, 10800960, 10800908, 10800824, 10800748, 10800570, 10800505, 10800499, 10800421, 10803166, 10803031, 10802967, 10802891, 10802846, 10802843, 10802810, 10802683, 10802507, 10802212, 10802208, 10802203, 10802180, 10802164, 10802158, 10802141, 10802117, 10802047, 10802000, 10801958, 10802843, 10802158, 10801599, 10801028, 10801026, 10800968, 10800824, 10800748, 10800570, 10800505, 10800499, 10800421, 10800401, 10800390, 10800289, 10800116, 10800063, 10799834, 10799456, 10799433"
"10803070, 10798956, 10776400, 10775455, 10762263, 10760964, 10760956, 10755595, 10753951, 10721144, 10721132, 10716479, 10694921, 10691777, 10794645, 10783990, 10773964, 10765531, 10749961, 10749368, 10802914, 10802843, 10802129, 10801599, 10801004, 10800976, 10800970, 10800968, 10800824, 10800505, 10800401, 10800382, 10800116, 10799456, 10799120, 10799112, 10798966, 10798865, 7615547, 10797874, 10803166, 10803070, 10802914, 10802843, 10802810, 10802708, 10802212, 10802208, 10802203, 10802158, 10802129, 10802103, 10802047, 10802000, 10801956, 10801940, 10801734, 10801732, 10801642, 10801633","10802754, 10802474, 10801599, 10801402, 10800976, 10799951, 10799120, 10797886, 10795828, 10795662, 10793667, 10792455, 10791579, 10789202, 10786977, 10786383, 10786037, 10785221, 10784587, 10783963, 10802916, 10802857, 10802843, 10802208, 10802203, 10802110, 10802021, 10802000, 10801591, 10801589, 10801542, 10801471, 10801144, 10801121, 10800986, 10800976, 10800970, 10800960, 10800944, 10800934, 10802857, 10802843, 10802208, 10802158, 10802000, 10801956, 10801642, 10801243, 10801197, 10801154, 10801028, 10800970, 10800968, 10800960, 10800908, 10800748, 10800505, 10800401, 10800307, 10800289, 10801633, 10801078, 10800976, 10800846, 10800711, 10800701, 10800376, 10800300, 10799351, 10799120, 10799056, 10798065, 10798041, 10797708, 10796881, 10796631, 10796474, 10796311, 8171221, 10796020","10803166, 10803031, 10802967, 10802891, 10802846, 10802843, 10802810, 10802683, 10802507, 10802212, 10802208, 10802203, 10802180, 10802164, 10802158, 10802141, 10802117, 10802047, 10802000, 10801958, 10802843, 10802272, 10802158, 10802021, 10801642, 10801084, 10800824, 10800788, 10800720, 10800499, 10800401, 10800370, 10800289, 10800207, 10800063, 10799929, 10799631, 10799583, 10799464, 10799433, 10803162, 10803070, 10802918, 10802914, 10802846, 10802843, 10802810, 10802793, 10802683, 10802573, 10802212, 10802208, 10802158, 10802129, 10802019, 10802000, 10801966, 10801940, 10801804, 10801732, 10802843, 10802208, 10802158, 10802129, 10802047, 10802000, 10801642, 10801633, 10801078, 10801026, 10800986, 10800980, 10800976, 10800968, 10800960, 10800944, 10800934, 10800846, 10800775, 10800748"
